sentence,cleancontent
a 20 minute walk to harriss or a short tube ride and only 2 blocks to the stop for the circle district and piccadilly lines,0
the area is quiet at night,0
the place was very clean and had ample bathroom facilities,1
will stay here again,0
the location is great and the place is very clean with enough toilet facilities that you dont have to wait,1
though like a lot of hostels the staff look like theyd rather be anywhere else and the breakfast is a miserable cop out of nothing more than toast cereal and some dirty diah water they labled as coffee,0
the key card lockers in the room also did not work,0
do not bother,0
rude staff and bed bugs lots of bed bugs,1
i was in the room for about ten minutes until i saw them all over the wall and floor next to the bed,1
one night is not worth 2 months of fumigating and parasites diseases,1
just awesful,0
good location from the metro station,0
breakfast was good and breakfast staff were nice,0
theres a weird smell when you walk up the stairs like a dead rat,1
the shower wasnt draining or was draining very slowly that i had to shower in ankle deep of someone elses used water,1
this hostel was just amazing,0
the location was perfect right outside the train station,0
as in metres from the entrance,0
you can walk to most places in about 2030 mins but,0
right next to be station if youd rather get a metro ,0
it was more like a hotel than a hostel,0
the beds were comfy the room was a nice size the walls made sure other guests couldnt be heard so nice and quiet ,0
highly recommended for all ages and durations of stay,0
there was nothing necessarily wrong with this hostel but there were quite a few things not right either,0
the air conditioning wasnt big enough to reach the whole room,0
so it was very hot,0
my bed was the only one without a curtain so with others coming and going there was little privacy,0
my reading light didnt work,0
the kitchen seemed to either be closed every time i wanted to use it eg evening or not enough room,0
the reception and kitchen are in a different building to most rooms,0
i dont usually have anything bad to say about hostels that are so cheep but this was like staying in an abandoned building and i dont mean that because of lack of people,0
it smelt so bad i gagged every time i entered the kitchen or bathroom or common area the ac in the room made a disturbingly loud noise every 20 minutes throughout the night the staff blatantly ignored people waiting to check in at the counter while they watched from the smoking room,1
you cant use the washrooms between 112,0
excellent,0
i use palmers lodge every time i have to go to london,0
it is extremely good value and no trouble at all in any aspect,0
always recommend it,0
pros good location safe nice kitchen,0
free towels provided ,0
cons no soap in dispenser,0
bed dirty upon arrival ,1
waste basket full,1
loved this hostel,0
upon arrival staff are super welcoming and helpful with questions and suggestions,0
the whole vibe of the place is great and i felt super safe there the whole time ,0
i was super impressed with the cleanliness and the facilities available ,0
its a little tiny bit out of the way of the city centre,0
